_id,Size,Categories,Objects,Popularity,Durability,Price,brand
1476,XS,Accessories,shorts,97,74,850,GSI Outdoors
1477,L,Water and Snow Sports,shirts,45,46,1318,Darn Tough
1478,XL,Accessories,skis,11,84,1055,CeramicSpeed
1479,XS,Water and Snow Sports,lights,42,24,1853,Nordica
1480,L,Water and Snow Sports,paddles,27,88,765,Helly Hansen
1481,L,Camping and Hiking,helmet,10,67,390,Continental
1482,L,Men Clothing,shoes,63,40,478,Vittoria
1483,XS,Men Clothing,skis,82,58,98,Ruffwear
1484,XS,Cycling,ropes,94,16,507,Dansko
1485,XL,Water and Snow Sports,bags,16,72,94,ExOfficio
1486,L,Accessories,jackets,41,13,1454,Ruffwear
1487,XXL,Men Clothing,pants,15,46,904,Maui Jim
1488,XL,Women Clothing,boats,3,72,1116,Wheels Manufacturing
1489,XL,Water and Snow Sports,shorts,58,75,452,Dansko
1490,L,Cycling,parts,80,97,542,Vittoria
1491,S,Women Clothing,bikes,39,17,1662,Wheels Manufacturing
1492,XL,Men Clothing,socks,50,70,1473,Maxxis
1493,M,Cycling,tent,38,11,1701,Kenda
1494,XL,Cycling,parts,26,30,599,PEARL iZUMi
1495,S,Women Clothing,ropes,80,52,383,Edelrid
1496,XL,Accessories,lights,15,30,1410,Yakima
1497,L,Water and Snow Sports,kitchen,25,98,1065,evolv
1498,M,Men Clothing,paddles,73,62,1052,Sharp End Publishing
1499,XXL,Cycling,ropes,47,57,1396,Ritchey
1500,XS,Camping and Hiking,jackets,53,79,851,Burley
1501,XL,Women Clothing,shoes,86,19,1766,Menasha Ridge Press
1502,L,Men Clothing,lights,33,66,238,Burton
1503,XL,Accessories,helmet,50,43,1086,humangear
1504,XL,Camping and Hiking,boats,51,13,1500,Eagle Creek
1505,S,Women Clothing,parts,58,85,1624,Trek
1506,M,Cycling,boats,5,47,626,ALPS Mountaineering
1507,XL,Accessories,tent,26,76,1791,ENO
1508,M,Men Clothing,skis,32,2,487,Buff
1509,S,Accessories,helmet,21,68,659,goodr
1510,XXL,Cycling,skis,87,79,1282,Snow Peak
1511,XXL,Camping and Hiking,ropes,75,46,906,Oboz
1512,XS,Camping and Hiking,shorts,70,5,845,humangear
1513,L,Men Clothing,paddles,33,85,1556,Kenda
1514,XL,Accessories,ropes,95,95,1255,Ritchey
1515,XL,Men Clothing,helmet,66,93,1926,Sanuk
1516,M,Accessories,bags,11,53,1612,Terry
1517,XL,Camping and Hiking,paddles,13,15,30,KUHL
1518,XS,Camping and Hiking,bikes,4,86,668,Turtle Fur
1519,S,Women Clothing,helmet,88,51,876,Electra
1520,XS,Women Clothing,pants,5,84,440,National Geographic
1521,XS,Cycling,underwear,30,77,172,Amphipod
1522,XL,Cycling,kitchen,22,33,734,Sanuk
1523,XXL,Camping and Hiking,ropes,12,57,1917,Hydro Flask
1524,M,Women Clothing,helmet,30,45,852,REI Co-op
1525,L,Men Clothing,kitchen,93,74,1975,Maxxis
1526,XL,Water and Snow Sports,helmet,59,51,1275,goodr
1527,M,Women Clothing,kitchen,68,54,762,Big Agnes
1528,L,Men Clothing,bikes,41,32,10,Threads 4 Thought
1529,XL,Accessories,lights,79,76,440,Benno
1530,S,Women Clothing,boats,20,79,13,Picture Organic Clothing
1531,XXL,Accessories,shoes,4,91,1123,Coleman
1532,XXL,Women Clothing,kitchen,16,64,298,microSHIFT
1533,M,Women Clothing,ropes,67,64,1256,Campagnolo
1534,L,Women Clothing,beds,9,26,857,Salomon
1535,M,Camping and Hiking,bikes,37,26,657,Teva
1536,S,Men Clothing,parts,36,80,731,DT Swiss
1537,XXL,Cycling,paddles,81,41,610,The North Face
1538,L,Cycling,socks,22,65,584,AlpineAire Foods
1539,XL,Water and Snow Sports,tent,86,38,530,Muc-Off
1540,XS,Accessories,shirts,12,85,1916,Smartwool
1541,XL,Cycling,ropes,93,11,1854,Topeak
1542,L,Water and Snow Sports,lights,8,40,344,Globe Pequot Press
1543,M,Cycling,paddles,92,73,1303,DeLorme
1544,XXL,Water and Snow Sports,parts,56,85,1490,Kelty
1545,S,Cycling,paddles,50,55,534,Sorel
1546,S,Women Clothing,ropes,97,24,418,Trango
1547,XXL,Women Clothing,boats,6,85,334,ExOfficio
1548,S,Men Clothing,bikes,3,58,494,Look
1549,M,Camping and Hiking,skis,91,23,352,Deuter
1550,L,Accessories,paddles,67,25,125,ExOfficio
1551,XL,Men Clothing,shoes,98,41,217,Stanley
1552,L,Men Clothing,ropes,95,49,299,K2
1553,M,Accessories,ropes,70,83,1721,Nordica
1554,XXL,Women Clothing,books,61,24,1191,Ortovox
1555,M,Cycling,shoes,85,57,1083,DeLorme
1556,M,Camping and Hiking,ropes,40,16,1696,Atomic
1557,L,Men Clothing,boats,64,94,327,Outdoor Research
1558,XXL,Water and Snow Sports,underwear,55,69,1504,Co-op Cycles
1559,XS,Water and Snow Sports,ropes,59,89,1792,Kelty
1560,L,Women Clothing,parts,56,70,1680,Terry
1561,XXL,Camping and Hiking,bikes,81,3,1326,Globe Pequot Press
1562,XXL,Women Clothing,lights,83,51,1924,AKU
1563,L,Camping and Hiking,helmet,4,86,657,UCO
1564,XXL,Men Clothing,bags,51,71,885,Mountain House
1565,M,Water and Snow Sports,jackets,76,30,1327,Carve Designs
1566,XS,Accessories,shirts,70,9,661,Topeak
1567,XL,Accessories,parts,1,100,995,Merrell
1568,XXL,Women Clothing,shirts,88,53,1912,Vuori
1569,M,Cycling,shoes,38,41,1496,Wolf Tooth Components
1570,XXL,Men Clothing,jackets,11,69,1617,Countryman Press
1571,XL,Water and Snow Sports,shorts,98,30,12,Saucony
1572,XXL,Men Clothing,tent,81,19,612,Fischer
1573,M,Women Clothing,shirts,82,54,1075,Maxxis
1574,S,Men Clothing,lights,93,46,143,SRAM
1575,M,Water and Snow Sports,ropes,45,75,1109,YETI
1576,M,Accessories,underwear,18,82,236,Sharp End Publishing
1577,M,Cycling,shirts,83,6,410,Suncloud
1578,XXL,Men Clothing,paddles,95,6,1352,Wild Country
1579,M,Cycling,skis,8,50,1242,UCO
1580,L,Camping and Hiking,shorts,66,29,1313,Suncloud
1581,L,Women Clothing,socks,65,27,730,Sherpani
1582,XXL,Water and Snow Sports,underwear,39,8,858,Muc-Off
1583,M,Water and Snow Sports,ropes,88,12,574,rabbit
1584,XS,Men Clothing,shoes,62,19,526,AlpineAire Foods
1585,M,Accessories,skis,69,44,494,Gear Aid
1586,XS,Men Clothing,paddles,67,64,1138,686
1587,M,Women Clothing,underwear,22,4,499,REI Co-op
1588,XS,Cycling,helmet,52,59,1391,NEMO
1589,XS,Water and Snow Sports,helmet,32,85,829,Cane Creek
1590,S,Camping and Hiking,skis,14,96,298,Flylow
1591,XL,Accessories,bags,28,71,2,DUER
1592,L,Accessories,skis,84,3,857,CeramicSpeed
1593,S,Women Clothing,beds,28,24,585,SRAM
1594,XL,Cycling,paddles,85,21,1479,Icebreaker
1595,S,Water and Snow Sports,skis,99,74,1395,C.A.M.P.
1596,XL,Camping and Hiking,tent,34,70,504,Nike
1597,XXL,Water and Snow Sports,kitchen,79,84,1319,Columbia
1598,L,Women Clothing,jackets,30,98,758,Lantern Press
1599,L,Camping and Hiking,paddles,84,68,1600,ENO
1600,L,Cycling,shirts,80,59,669,Green Trails
1601,S,Men Clothing,books,8,80,590,Sharp End Publishing
1602,XL,Cycling,socks,82,69,250,Birkenstock
1603,L,Water and Snow Sports,tent,100,69,545,Zipp
1604,L,Water and Snow Sports,bikes,75,36,302,Portland Design Works
1605,M,Accessories,bags,84,49,1229,New Balance
1606,S,Women Clothing,books,14,70,595,Stance
1607,S,Cycling,lights,37,68,1137,MSR
1608,L,Women Clothing,paddles,58,68,627,Wolf Tooth Components
1609,XL,Water and Snow Sports,shoes,3,50,1892,Tom Harrison Cartography
1610,L,Men Clothing,paddles,55,71,1197,humangear
1611,XXL,Camping and Hiking,bikes,64,80,981,Timberland
1612,XXL,Men Clothing,parts,44,88,840,Benchmade
1613,M,Accessories,skis,38,12,263,K2
1614,L,Cycling,tent,1,17,133,BioLite
1615,S,Camping and Hiking,tent,70,91,43,Nordica
1616,XXL,Cycling,tent,30,15,118,Vittoria
1617,L,Accessories,pants,85,89,1493,Burley
1618,S,Water and Snow Sports,boats,82,34,850,Revelate Designs
1619,L,Water and Snow Sports,socks,37,75,315,Snow Peak
1620,S,Water and Snow Sports,bags,53,65,1725,Benno
1621,L,Cycling,skis,91,34,1618,Gordini
1622,XL,Men Clothing,pants,56,17,1560,Mountaineers Books
1623,L,Men Clothing,beds,68,96,1580,RockShox
1624,L,Men Clothing,jackets,98,61,882,DAKINE
1625,S,Water and Snow Sports,boats,86,14,254,Edelrid
1626,S,Cycling,shirts,15,97,812,Terry
1627,XXL,Camping and Hiking,skis,59,43,1996,Topeak
1628,XXL,Cycling,shirts,45,90,761,Adventure Publications
1629,L,Camping and Hiking,lights,99,26,1839,The Landmark Project
1630,M,Men Clothing,ropes,75,53,797,ALPS Mountaineering
1631,L,Accessories,parts,99,79,442,Toad&Co
1632,M,Accessories,books,71,8,753,Mountain Equipment
1633,M,Cycling,beds,90,98,1706,Teva
1634,XXL,Women Clothing,paddles,74,80,1158,Mountain House
1635,M,Water and Snow Sports,pants,89,57,675,Edelrid
1636,XXL,Men Clothing,underwear,86,10,834,Mammut
1637,XS,Women Clothing,socks,4,90,979,Adventure Publications
1638,L,Women Clothing,bags,40,49,1038,Nike
1639,XXL,Women Clothing,helmet,86,34,1971,Bogs
1640,L,Women Clothing,bikes,46,27,488,Look
1641,M,Men Clothing,lights,99,63,462,Kari Traa
1642,L,Accessories,lights,80,66,1247,Beyond Yoga
1643,XXL,Camping and Hiking,shirts,19,39,1529,Salomon
1644,XS,Women Clothing,bags,42,18,1093,Topo Athletic
1645,XS,Accessories,lights,46,3,511,Rab
1646,L,Women Clothing,paddles,42,52,17,OneUp Components
1647,XS,Cycling,ropes,36,65,988,Icebreaker
1648,XL,Cycling,kitchen,44,97,1108,Green Trails
1649,XXL,Women Clothing,helmet,17,94,70,DeLorme
1650,XL,Cycling,boats,56,16,954,Trango
1651,S,Accessories,skis,99,43,1101,Electra
1652,XS,Cycling,lights,28,53,1885,Rossignol
1653,S,Cycling,bags,22,78,1295,Shimano
1654,XL,Men Clothing,beds,37,4,1380,TRP
1655,M,Men Clothing,ropes,31,16,542,Fox
1656,XS,Camping and Hiking,beds,69,78,1388,Deuter
1657,XL,Accessories,parts,35,15,895,REI Co-op
1658,M,Cycling,bags,64,55,1316,Buff
1659,L,Camping and Hiking,shirts,45,46,1356,Fischer
1660,XXL,Women Clothing,paddles,84,72,1488,CTR
1661,XXL,Water and Snow Sports,books,45,100,1158,Wild Rye
1662,XXL,Men Clothing,books,39,33,1259,Maxxis
1663,XS,Men Clothing,boats,49,77,512,Rab
1664,XS,Women Clothing,bikes,69,52,344,Gregory
1665,XL,Cycling,helmet,40,83,1556,BioLite
1666,XXL,Men Clothing,lights,9,79,659,TYR
1667,XS,Men Clothing,ropes,76,29,899,The North Face
1668,XS,Cycling,parts,31,90,1582,CamelBak
1669,L,Men Clothing,books,68,84,1892,Menasha Ridge Press
1670,S,Men Clothing,ropes,18,59,1292,Trek
1671,M,Cycling,shirts,90,11,245,Flylow
1672,XL,Women Clothing,bags,56,15,198,VISSLA
1673,XL,Accessories,helmet,76,24,1851,Pacsafe
1674,XS,Cycling,jackets,61,30,963,Exped
1675,XS,Camping and Hiking,shirts,29,4,669,Benchmade
1676,S,Men Clothing,tent,80,21,1150,prAna
1677,M,Men Clothing,shirts,74,31,601,HOKA
1678,XXL,Men Clothing,boats,45,31,1423,VEJA
1679,M,Water and Snow Sports,helmet,31,66,552,Wilderness Press
1680,S,Accessories,kitchen,69,74,1589,Magura
1681,M,Camping and Hiking,shirts,85,55,1410,Carve Designs
1682,XS,Camping and Hiking,helmet,23,20,489,Countryman Press
1683,M,Camping and Hiking,books,5,97,1482,NRS
1684,M,Camping and Hiking,bikes,18,99,1002,Vans
1685,XL,Women Clothing,beds,45,4,1982,Dansko
1686,M,Water and Snow Sports,shoes,53,73,653,Carve Designs
1687,XXL,Cycling,paddles,77,34,1730,Chums
1688,M,Water and Snow Sports,socks,17,4,706,Turtle Fur
1689,XL,Water and Snow Sports,tent,6,23,66,CTR
1690,S,Cycling,lights,9,82,1233,Wild Country
1691,XL,Water and Snow Sports,books,73,10,1300,Menasha Ridge Press
1692,L,Water and Snow Sports,bikes,40,55,1830,Green Trails
1693,S,Water and Snow Sports,pants,21,29,787,Trek
1694,S,Men Clothing,boats,60,22,961,HOKA
1695,M,Cycling,shirts,10,18,1158,Pacsafe
1696,M,Accessories,beds,55,14,1432,Chums
1697,XL,Cycling,underwear,94,83,1498,Vans
1698,XS,Men Clothing,ropes,77,3,1844,Chums
1699,S,Women Clothing,bags,34,38,1597,Turtle Fur
1700,XL,Cycling,ropes,65,54,193,Insta360
1701,XXL,Women Clothing,lights,82,63,1638,DeLorme
1702,L,Men Clothing,shorts,51,46,1993,Cotopaxi
1703,L,Women Clothing,shirts,20,35,1316,VEJA
1704,XS,Cycling,tent,57,43,1470,Rab
1705,XS,Men Clothing,skis,50,14,1742,Mountainsmith
1706,XXL,Cycling,underwear,23,14,1700,Zamberlan
1707,XL,Camping and Hiking,pants,23,34,1129,DT Swiss
1708,M,Camping and Hiking,paddles,47,92,1819,Saucony
1709,L,Cycling,kitchen,84,36,951,ENO
1710,XS,Women Clothing,beds,27,50,407,Amphipod
1711,XS,Cycling,shoes,15,55,366,NEMO
1712,S,Women Clothing,shoes,16,29,1913,Deuter
1713,XL,Women Clothing,skis,92,67,1183,Mountain Press
1714,XL,Camping and Hiking,parts,38,3,354,Lowa
1715,XS,Cycling,shoes,64,24,255,Burley
1716,M,Cycling,shoes,7,50,770,TRP
1717,XS,Camping and Hiking,shirts,93,51,371,Schwalbe
1718,M,Women Clothing,pants,21,86,710,Zipp
1719,L,Water and Snow Sports,parts,75,57,1314,TYR
1720,XS,Accessories,bags,22,1,594,Amphipod
1721,XXL,Camping and Hiking,socks,68,65,1055,Race Face
1722,XS,Men Clothing,bags,75,84,755,Royal Robbins
1723,XXL,Accessories,paddles,14,84,1723,Rab
1724,XL,Accessories,beds,31,30,1106,Wolf Tooth Components
1725,M,Accessories,underwear,100,15,1815,Xero Shoes
1726,S,Water and Snow Sports,lights,93,49,153,TYR
1727,L,Camping and Hiking,shoes,64,41,946,Mountaineers Books
1728,M,Cycling,underwear,5,57,807,Sierra Designs
1729,S,Camping and Hiking,lights,32,11,1287,Nordica
1730,XL,Water and Snow Sports,jackets,20,17,979,FSA
1731,XL,Accessories,lights,69,77,982,Ritchey
1732,XL,Accessories,paddles,85,61,1221,PEARL iZUMi
1733,XXL,Accessories,socks,14,63,841,Coleman
1734,XS,Water and Snow Sports,lights,50,41,1327,AKU
1735,XL,Men Clothing,tent,25,38,377,Gregory
1736,M,Water and Snow Sports,jackets,29,83,1332,Sanuk
1737,XL,Women Clothing,bikes,84,72,683,microSHIFT
1738,XL,Water and Snow Sports,boats,15,20,1936,Kamik
1739,S,Camping and Hiking,parts,46,7,1703,Birkenstock
1740,XXL,Men Clothing,ropes,3,38,538,Therm-a-Rest
1741,M,Cycling,shirts,4,77,349,The North Face
1742,XXL,Camping and Hiking,bags,59,84,1597,Big Agnes
1743,XS,Men Clothing,tent,44,21,1122,Ortlieb
1744,M,Water and Snow Sports,bikes,47,63,20,Sea to Summit
1745,XL,Accessories,bags,64,25,1142,National Geographic
1746,S,Cycling,socks,84,30,1713,Energizer
1747,XS,Accessories,shorts,94,67,1565,Kenda
1748,L,Water and Snow Sports,bags,99,60,1127,Tom Harrison Cartography
1749,S,Cycling,bikes,72,12,1093,CeramicSpeed
1750,XS,Women Clothing,shorts,1,28,1694,Columbia
1751,L,Camping and Hiking,pants,42,27,1410,Kenda
1752,XXL,Accessories,bikes,95,34,893,Therm-a-Rest
1753,XS,Camping and Hiking,paddles,46,18,1903,Co-op Cycles
1754,XS,Water and Snow Sports,skis,74,1,1115,Co-op Cycles
1755,S,Camping and Hiking,pants,69,68,567,The North Face
1756,XXL,Cycling,bags,57,89,636,Pacsafe
1757,XS,Men Clothing,ropes,98,2,1693,Yakima
1758,S,Women Clothing,beds,22,70,1216,Leki
1759,XS,Accessories,paddles,3,14,547,Threads 4 Thought
1760,L,Women Clothing,boats,43,59,1801,Beacon Guidebooks
1761,XS,Camping and Hiking,shorts,98,37,68,Vans
1762,M,Camping and Hiking,socks,82,77,916,Petzl
1763,XXL,Women Clothing,boats,41,6,671,Bontrager
1764,XL,Men Clothing,kitchen,94,58,163,Wolf Tooth Components
1765,S,Camping and Hiking,helmet,73,70,1523,Kenda
1766,S,Camping and Hiking,skis,45,48,433,The North Face
1767,XL,Camping and Hiking,underwear,51,87,1363,TRP
1768,S,Women Clothing,shirts,85,91,1172,Vittoria
1769,XS,Women Clothing,bikes,81,16,324,Lowa
1770,L,Accessories,jackets,39,91,102,DT Swiss
1771,S,Camping and Hiking,helmet,50,45,55,Cane Creek
1772,S,Cycling,parts,50,25,1577,Fox
1773,S,Men Clothing,bags,59,18,861,Suspenz
1774,M,Water and Snow Sports,lights,57,81,254,microSHIFT
1775,XL,Accessories,shorts,68,80,159,NEMO
1776,S,Men Clothing,ropes,18,94,314,Roxy
1777,S,Cycling,helmet,48,74,37,Craft
1778,XL,Camping and Hiking,shoes,41,40,1044,New Balance
1779,L,Water and Snow Sports,shirts,50,43,1343,Darn Tough
1780,M,Water and Snow Sports,shoes,8,36,1297,Outdoor Voices
1781,XXL,Cycling,bags,13,29,509,Mountainsmith
1782,XXL,Camping and Hiking,socks,52,76,388,Nike
1783,XS,Camping and Hiking,beds,62,8,1704,Birkenstock
1784,L,Women Clothing,shorts,49,26,1510,Rumpl
1785,L,Accessories,books,99,92,555,Goal Zero
1786,M,Cycling,bikes,38,94,1013,Dometic
1787,L,Cycling,shirts,59,2,1044,Pacsafe
1788,M,Water and Snow Sports,helmet,81,62,1939,Seirus
1789,M,Men Clothing,bikes,38,75,266,MSW
1790,XXL,Men Clothing,bikes,85,73,1638,Mountain House
1791,XXL,Camping and Hiking,shirts,87,68,68,Mountain Equipment
1792,XL,Water and Snow Sports,tent,46,19,616,Swix
1793,L,Accessories,socks,36,88,1875,Amphipod
1794,L,Accessories,shorts,6,14,1737,Suspenz
1795,M,Men Clothing,shoes,72,43,1303,Eagle Creek
1796,M,Water and Snow Sports,books,73,15,1279,goodr
1797,XL,Cycling,lights,68,41,1464,REI Co-op
1798,XS,Camping and Hiking,beds,64,89,1860,Chums
1799,XS,Camping and Hiking,boats,48,49,1986,AKU
1800,XS,Women Clothing,jackets,58,40,1639,Kokatat
1801,XXL,Cycling,boats,100,81,1311,Nite Ize
1802,L,Cycling,ropes,63,28,1614,Burton
1803,L,Accessories,parts,29,51,432,Mountain Hardwear
1804,S,Men Clothing,lights,39,31,405,Energizer
1805,M,Camping and Hiking,shoes,13,89,915,AKU
1806,S,Women Clothing,jackets,22,54,788,Yakima
1807,S,Men Clothing,ropes,30,12,1968,Royal Robbins
1808,S,Men Clothing,beds,76,1,1039,Feedback Sports
1809,L,Water and Snow Sports,underwear,66,51,1324,Atomic
1810,S,Camping and Hiking,jackets,63,41,1651,Countryman Press
1811,XXL,Men Clothing,lights,47,85,1591,Topo Athletic
1812,M,Women Clothing,paddles,6,47,583,Eagle Creek
1813,XS,Women Clothing,ropes,1,77,642,Sunday Afternoons
1814,XS,Women Clothing,lights,58,74,1298,DT Swiss
1815,XL,Women Clothing,shorts,2,5,1475,Altra
1816,L,Camping and Hiking,shorts,61,3,49,TRP
1817,M,Cycling,boats,97,94,1938,goodr
1818,L,Women Clothing,underwear,80,45,1854,Exped
1819,XS,Women Clothing,parts,81,18,155,FalconGuides
1820,S,Accessories,shirts,39,18,1152,Benchmade
1821,XS,Men Clothing,bikes,2,64,449,CeramicSpeed
1822,M,Women Clothing,shirts,45,60,1529,Sherpani
1823,XL,Accessories,underwear,95,11,279,Fjallraven
1824,L,Accessories,bags,47,44,44,Birkenstock
1825,XL,Men Clothing,shoes,23,77,648,Salsa
1826,XS,Women Clothing,tent,46,32,947,Outdoor Trail Maps
1827,XXL,Cycling,boats,95,41,210,CeramicSpeed
1828,XL,Women Clothing,skis,91,82,79,rabbit
1829,M,Men Clothing,bags,56,56,1911,Cane Creek
1830,M,Camping and Hiking,underwear,67,56,369,DAKINE
1831,XXL,Accessories,skis,37,84,1748,Wheels Manufacturing
1832,L,Women Clothing,bikes,77,10,671,Danner
1833,S,Women Clothing,shoes,46,90,1317,Royal Robbins
1834,XXL,Water and Snow Sports,shoes,66,91,472,Colorado Mountain Club
1835,XXL,Cycling,lights,13,63,1619,Buff
1836,XS,Men Clothing,jackets,87,10,1134,Sockwell
1837,XS,Men Clothing,kitchen,59,22,857,Outdoor Trail Maps
1838,S,Accessories,underwear,83,96,23,Mammut
1839,XS,Women Clothing,ropes,37,86,194,Brompton
1840,XXL,Women Clothing,shorts,49,40,242,Colorado Mountain Club
1841,L,Camping and Hiking,boats,58,78,1447,ExOfficio
1842,XS,Cycling,tent,44,74,794,Metolius
1843,XXL,Men Clothing,shirts,35,73,738,Wild Rye
1844,L,Water and Snow Sports,paddles,66,23,594,Goal Zero
1845,XL,Water and Snow Sports,paddles,52,54,1269,National Geographic
1846,XXL,Cycling,lights,62,18,795,Kari Traa
1847,S,Accessories,underwear,91,27,1698,OneUp Components
1848,L,Camping and Hiking,parts,69,53,1885,Muc-Off
1849,S,Accessories,skis,9,55,920,Tifosi
1850,M,Accessories,boats,16,54,355,Sorel
1851,L,Cycling,skis,8,91,308,Kamik
1852,XL,Cycling,bags,68,77,1098,Brooks
1853,S,Camping and Hiking,lights,96,44,659,Stickers Northwest
1854,XL,Women Clothing,shoes,100,54,756,Pro-Tec Athletics
1855,L,Camping and Hiking,jackets,94,67,1947,Thule
1856,XS,Men Clothing,pants,22,71,1360,Danner
1857,XXL,Water and Snow Sports,shoes,46,76,1024,Ergon
1858,XS,Water and Snow Sports,shoes,65,48,1731,Kenda
1859,M,Men Clothing,lights,31,59,1730,Kari Traa
1860,M,Accessories,parts,17,9,814,Wolf Tooth Components
1861,XL,Women Clothing,beds,48,24,462,Beacon Guidebooks
1862,S,Cycling,bags,69,58,325,Green Trails
1863,XL,Men Clothing,socks,53,20,1530,goodr
1864,L,Camping and Hiking,shorts,69,39,48,Xero Shoes
1865,XL,Cycling,bags,93,76,1881,Trango
1866,XL,Water and Snow Sports,boats,5,56,1002,Salomon
1867,L,Cycling,bags,22,96,1245,Vittoria
1868,XS,Camping and Hiking,shorts,96,41,182,Benchmade
1869,XS,Water and Snow Sports,bags,92,64,793,NRS
1870,M,Accessories,bags,40,89,1173,Oboz
1871,XL,Accessories,parts,58,7,470,Kari Traa
1872,M,Camping and Hiking,beds,30,20,959,Bontrager
1873,XS,Accessories,skis,71,9,425,rabbit
1874,XL,Camping and Hiking,kitchen,97,13,595,Suspenz
1875,L,Water and Snow Sports,skis,55,90,1471,Topo Athletic
1876,XS,Water and Snow Sports,jackets,74,5,1977,Fischer
1877,XL,Cycling,shorts,66,77,356,Maui Jim
1878,XL,Camping and Hiking,jackets,22,43,818,Fox
1879,M,Cycling,shorts,82,64,222,OluKai
1880,L,Water and Snow Sports,skis,100,49,1775,crankbrothers
1881,S,Water and Snow Sports,shorts,86,8,1133,Roxy
1882,XXL,Women Clothing,jackets,50,96,1223,On
1883,L,Women Clothing,paddles,27,65,182,Gordini
1884,XS,Cycling,boats,39,84,1775,Royal Robbins
1885,XXL,Camping and Hiking,tent,63,32,258,Atomic
1886,XS,Men Clothing,parts,81,78,878,Lowa
1887,M,Women Clothing,pants,68,37,439,YETI
1888,S,Camping and Hiking,jackets,12,41,1186,Revelate Designs
1889,L,Men Clothing,pants,48,95,1306,Salsa
1890,XS,Men Clothing,pants,54,17,1624,Sorel
1891,XS,Women Clothing,skis,34,94,405,CTR
1892,L,Camping and Hiking,shirts,45,35,1216,The North Face
1893,S,Men Clothing,lights,60,94,1986,Sherpani
1894,M,Camping and Hiking,shirts,98,69,1355,Maui Jim
1895,XXL,Water and Snow Sports,socks,75,41,226,Rab
1896,M,Women Clothing,jackets,79,11,1236,Teravail
1897,M,Men Clothing,socks,11,99,1267,Benchmark Maps
1898,L,Water and Snow Sports,shorts,37,40,1718,Benno
1899,L,Accessories,boats,62,30,1535,Rab
1900,M,Camping and Hiking,jackets,58,88,889,Brooks
1901,XXL,Women Clothing,underwear,12,24,1158,Picture Organic Clothing
1902,XL,Women Clothing,parts,83,16,80,Gregory
1903,XL,Cycling,books,45,84,906,Adventure Publications
1904,XXL,Women Clothing,beds,21,13,309,Kari Traa
1905,XXL,Camping and Hiking,beds,97,93,1697,AKU
1906,XXL,Accessories,helmet,36,60,161,Brooks
1907,M,Accessories,shoes,29,53,1702,Cannondale
1908,XXL,Men Clothing,bikes,93,4,726,ENVE
1909,S,Men Clothing,lights,25,10,1751,CTR
1910,XL,Men Clothing,parts,6,40,1782,Campagnolo
1911,L,Camping and Hiking,jackets,38,37,838,Topo Designs
1912,L,Water and Snow Sports,shirts,53,54,1727,Free Country
1913,S,Accessories,parts,77,86,846,Hope
1914,XL,Cycling,tent,97,32,895,Merrell
1915,S,Accessories,jackets,66,1,378,Mountain Hardwear
1916,L,Camping and Hiking,books,61,45,1904,Sharp End Publishing
